Model,Features,Constraints,Configurations,Homogeneity
security-CVE-VarelaVaca2020-2012-4193,489,534,32792,
systems_software-soletta-Pett2023-2015-08-25_09-35-03,230,722,8.63e68,
security-CVE-VarelaVaca2020-2019-10673,243,1,920,
security-CVE-VarelaVaca2020-2008-0418,152,118,2632,
security-CVE-VarelaVaca2020-2015-4496,301,507,35908,
systems_software-soletta-Pett2023-2015-08-19_18-14-01,225,703,2.70e67,
security-CVE-VarelaVaca2020-2015-0816,509,651,42844,
security-CVE-VarelaVaca2020-2017-5487,434,411,18040,
security-CVE-VarelaVaca2020-2013-1727,246,584,56848,
security-CVE-VarelaVaca2020-2015-4491,443,639,3.85e6,
security-CVE-VarelaVaca2020-2012-4184,484,531,32532,
systems_software-uClibc-Pett2023-2011-11-20_02-47-50,244,1316,1.41e73,
systems_software-pati-Knüppel2017,1261,866,1.68e214,
security-CVE-VarelaVaca2020-2012-5837,206,341,22400,
systems_software-BusyBox-Pett2021-2008-11-29_09-05-50,572,597,7.73e171,
systems_software-BusyBox-Pett2021-2008-02-20_22-29-52,549,583,9.21e164,
security-CVE-VarelaVaca2020-2019-15889,221,1,828,
security-CVE-VarelaVaca2020-2015-9311,109,1,384,
security-CVE-VarelaVaca2020-2016-1959,333,830,81056,
security-CVE-VarelaVaca2020-2013-5613,582,664,43408,
systems_software-soletta-Pett2023-2015-06-29_16-17-30,114,200,1.04e34,
security-CVE-VarelaVaca2020-2020-12075,127,1,456,
security-CVE-VarelaVaca2020-2014-5240,203,177,7704,
systems_software-BusyBox-Pett2021-2008-01-13_15-23-27,490,524,1.60e147,
systems_software-ec555-Berger2013,1268,3169,2.54e381,
security-CVE-VarelaVaca2020-2014-1562,292,446,31780,
security-CVE-VarelaVaca2020-2008-5016,175,140,3672,
systems_software-uClibc-Pett2023-2011-02-24_08-24-43,251,1751,1.81e75,
security-CVE-VarelaVaca2020-2013-1671,235,393,27608,
systems_software-uClibc-Pett2023-2009-02-05_07-50-54,239,1727,4.42e71,
e_commerce-e_agribusiness-Pereira2016,2238,0,7.96e558,
security-CVE-VarelaVaca2020-2013-0778,504,579,36500,
systems_software-uClibc-Pett2023-2009-02-20_14-37-43,239,1731,4.42e71,
security-CVE-VarelaVaca2020-2011-2372,267,448,15696,
security-CVE-VarelaVaca2020-2018-5183,416,314,11800,
security-CVE-VarelaVaca2020-2017-5488,433,411,18040,
systems_software-pc_usb_d12-Knüppel2017,1294,910,7.21e221,
systems_software-uClibc-Pett2023-2008-12-29_13-55-44,236,1720,5.52e70,
systems_software-uClibc-Pett2023-2011-07-25_09-09-03,241,1335,1.77e72,
security-CVE-VarelaVaca2020-2020-25286,541,517,26832,
security-CVE-VarelaVaca2020-2010-3174,166,117,4900,
systems_software-Fiasco-Pett2023-2018-02-09_09-07-46,216,1053,5.27e64,
security-CVE-VarelaVaca2020-2013-4339,120,98,4268,
security-CVE-VarelaVaca2020-2019-14793,139,1,504,
systems_software-soletta-Pett2023-2015-09-02_17-37-27,247,742,1.13e74,
security-CVE-VarelaVaca2020-2012-3964,447,525,33200,
security-CVE-VarelaVaca2020-2015-8354,146,1,532,
security-CVE-VarelaVaca2020-2016-10927,152,1,556,
security-CVE-VarelaVaca2020-2016-1975,335,831,81060,
security-CVE-VarelaVaca2020-2009-2467,109,88,3480,
security-CVE-VarelaVaca2020-2016-2812,336,839,81872,
systems_software-BusyBox-Pett2021-2008-11-24_13-25-20,570,596,1.93e171,
security-CVE-VarelaVaca2020-2009-2464,133,87,3448,
security-CVE-VarelaVaca2020-2014-1477,588,667,43664,
security-CVE-VarelaVaca2020-2017-14720,456,434,19052,
security-CVE-VarelaVaca2020-2009-0353,112,78,2196,
security-CVE-VarelaVaca2020-2016-10872,157,1,576,
security-CVE-VarelaVaca2020-2017-17094,480,452,19812,
systems_software-soletta-Pett2023-2015-10-08_18-29-01,284,897,1.55e85,
security-CVE-VarelaVaca2020-2014-1531,592,678,44436,
systems_software-BusyBox-Pett2021-2009-07-03_22-16-17,586,639,1.27e176,
security-CVE-VarelaVaca2020-2016-1942,339,823,80252,
systems_software-dreamcast-Knüppel2017,1266,867,8.72e213,
security-CVE-VarelaVaca2020-2018-16308,235,219,1752,
security-CVE-VarelaVaca2020-2020-28650,164,1,604,
systems_software-BusyBox-Pett2021-2009-01-23_02-07-14,575,599,6.18e172,
security-CVE-VarelaVaca2020-2012-3974,369,731,139780,
security-CVE-VarelaVaca2020-2016-1961,551,1004,89872,
security-CVE-VarelaVaca2020-2012-4212,466,541,33468,
systems_software-ref4955-Knüppel2017,1231,862,3.59e210,
security-CVE-VarelaVaca2020-2011-3653,300,486,41952,
systems_software-BusyBox-Pett2021-2008-04-05_00-07-46,536,563,1.12e161,
security-CVE-VarelaVaca2020-2012-4187,484,531,32532,
systems_software-uClibc-Pett2023-2009-11-19_18-21-10,247,1739,1.13e74,
systems_software-pid-Knüppel2017,1242,891,6.51e214,
security-CVE-VarelaVaca2020-2015-2735,527,689,44944,
security-CVE-VarelaVaca2020-2010-2760,267,226,7028,
systems_software-frv400-Knüppel2017,1251,862,4.40e218,
security-CVE-VarelaVaca2020-2016-2793,392,836,81224,
security-CVE-VarelaVaca2020-2014-1559,415,578,37992,
security-CVE-VarelaVaca2020-2020-11930,123,1,440,
systems_software-BusyBox-Pett2021-2007-07-23_14-03-30,459,486,7.44e137,
security-CVE-VarelaVaca2020-2013-0759,536,581,35668,
security-CVE-VarelaVaca2020-2017-5491,433,411,18040,
systems_software-uClibc-Pett2023-2008-06-05_13-46-47,229,1699,4.31e68,
systems_software-ceb_v850-Knüppel2017,1202,843,2.24e206,
security-CVE-VarelaVaca2020-2015-2717,302,507,35912,
security-CVE-VarelaVaca2020-2015-2718,302,507,35912,
security-CVE-VarelaVaca2020-2012-2402,109,87,3784,
security-CVE-VarelaVaca2020-2019-16219,521,497,25792,
security-CVE-VarelaVaca2020-2011-2366,278,230,12796,
security-CVE-VarelaVaca2020-2008-1240,105,82,1480,
systems_software-uClibc-Pett2023-2010-04-02_09-19-24,248,1742,2.26e74,
security-CVE-VarelaVaca2020-2019-17233,157,1,576,
security-CVE-VarelaVaca2020-2008-1238,105,82,1480,
systems_software-aaed2000-Berger2013,1285,50512,3.33e386,
security-CVE-VarelaVaca2020-2015-0825,304,497,34984,
security-CVE-VarelaVaca2020-2010-3774,192,164,4140,
systems_software-BusyBox-Pett2021-2009-09-13_14-57-24,597,650,2.59e179,
security-CVE-VarelaVaca2020-2010-3167,267,226,7028,
systems_software-BusyBox-Pett2021-2009-03-28_02-13-01,577,617,2.47e173,
systems_software-sparclite_sim-Berger2013,1169,2972,4.01e351,
security-CVE-VarelaVaca2020-2014-1516,264,623,62016,
systems_software-eCos-AlHajjaji2019-i386pc,1245,2478,3.03e374,
security-CVE-VarelaVaca2020-2016-2802,392,836,81224,
security-CVE-VarelaVaca2020-2012-0472,156,84,5788,
systems_software-ts6-Knüppel2017,1253,865,8.27e212,
systems_software-grg-Knüppel2017,1254,889,1.19e218,
security-CVE-VarelaVaca2020-2015-2726,319,520,36476,
security-CVE-VarelaVaca2020-2012-0447,124,73,4776,
security-CVE-VarelaVaca2020-2017-5409,458,1386,271224,
security-CVE-VarelaVaca2020-2015-2673,118,1,420,
security-CVE-VarelaVaca2020-2015-0827,463,644,42180,
security-CVE-VarelaVaca2020-2019-14683,197,1,736,
security-CVE-VarelaVaca2020-2017-9066,443,416,18224,
systems_software-uClibc-Oh2020-09.33.2,5475,20361,6.89e1647,
systems_software-BusyBox-Pett2021-2008-02-26_18-25-24,551,585,3.69e165,
security-CVE-VarelaVaca2020-2015-7200,331,557,39336,
security-CVE-VarelaVaca2020-2016-1946,339,823,80252,
systems_software-uClibc-Pett2023-2008-08-27_14-59-15,230,1702,8.63e68,
security-CVE-VarelaVaca2020-2009-2065,108,90,2492,
security-CVE-VarelaVaca2020-2019-10692,313,297,3552,
security-CVE-VarelaVaca2020-2013-1737,502,608,40600,
systems_software-mpc50-Berger2013,1214,3728,1.41e365,
security-CVE-VarelaVaca2020-2008-4069,114,91,1628,
security-CVE-VarelaVaca2020-2014-1484,295,626,61256,
security-CVE-VarelaVaca2020-2015-9300,141,120,3360,
systems_software-e7t-Berger2013,1267,3816,1.27e381,
systems_software-picasso-Berger2013,1249,3808,4.85e375,
security-CVE-VarelaVaca2020-2015-0798,303,726,71272,
systems_software-prpmc1100-Knüppel2017,1236,875,7.24e214,
security-CVE-VarelaVaca2020-2012-3105,2309,4582,36656,
systems_software-soletta-Pett2023-2016-04-26_19-24-05,397,1565,1.61e119,
systems_software-BusyBox-Pett2021-2007-12-02_03-27-42,483,516,1.25e145,
security-CVE-VarelaVaca2020-2009-0772,180,147,3228,
security-CVE-VarelaVaca2020-2018-7586,128,113,896,
systems_software-BusyBox-Pett2021-2007-07-01_17-05-57,455,481,4.65e136,
security-CVE-VarelaVaca2020-2016-5258,363,883,85708,
security-CVE-VarelaVaca2020-2012-1959,165,87,6040,
security-CVE-VarelaVaca2020-2019-16520,243,1,920,
systems_software-BusyBox-Pett2021-2008-02-08_18-24-54,501,531,3.27e150,
systems_software-BusyBox-Pett2021-2009-10-02_01-29-25,599,653,1.04e180,
security-CVE-VarelaVaca2020-2016-1949,332,827,80784,
security-CVE-VarelaVaca2020-2013-1672,404,805,165420,
security-CVE-VarelaVaca2020-2012-5836,467,543,33476,
security-CVE-VarelaVaca2020-2015-7222,350,810,78936,
security-CVE-VarelaVaca2020-2019-11764,865,1587,193704,
systems_software-soletta-Pett2023-2015-07-02_14-40-09,103,182,5.07e30,
systems_software-BusyBox-Pett2021-2008-03-26_13-32-30,536,571,1.12e161,
security-CVE-VarelaVaca2020-2012-4204,467,543,33476,
security-CVE-VarelaVaca2020-2008-2810,108,85,1532,
systems_software-eCos-Berger2013-icse11,1245,3146,3.03e374,
finance-decisional-Mendonca2009,142,88,9.86e33,
security-CVE-VarelaVaca2020-2013-0750,536,581,35668,
security-CVE-VarelaVaca2020-2012-1945,162,87,5980,
security-CVE-VarelaVaca2020-2019-9788,808,1484,182832,
systems_software-uE250-Berger2013,1250,3810,9.69e375,
security-CVE-VarelaVaca2020-2013-1710,461,569,37224,
systems_software-uClibc-Pett2023-2016-12-23_07-53-31,235,1231,2.76e70,
security-CVE-VarelaVaca2020-2011-1300,1246,2428,29124,
security-CVE-VarelaVaca2020-2018-20152,489,461,22040,
security-CVE-VarelaVaca2020-2013-1685,384,514,33496,
systems_software-uClibc-Pett2023-2018-01-31_18-44-51,233,1403,6.90e69,
security-CVE-VarelaVaca2020-2016-10893,120,1,428,
security-CVE-VarelaVaca2020-2013-1708,311,452,31688,
systems_software-uClibc-Pett2023-2009-11-19_18-23-41,247,1739,1.13e74,
systems_software-iq80310-Knüppel2017,1271,897,8.82e218,
systems_software-Fiasco-Pett2023-2018-12-03_11-39-23,238,1302,2.21e71,
security-CVE-VarelaVaca2020-2019-16781,531,507,26312,
security-CVE-VarelaVaca2020-2009-1304,119,82,2304,
systems_software-soletta-Pett2023-2015-11-17_11-53-12,306,985,6.52e91,
security-CVE-VarelaVaca2020-2009-1169,112,90,3560,
security-CVE-VarelaVaca2020-2016-1971,337,1104,162112,
security-CVE-VarelaVaca2020-2016-2824,368,1169,255468,
security-CVE-VarelaVaca2020-2017-9063,443,416,18224,
security-CVE-VarelaVaca2020-2013-0762,536,581,35668,
security-CVE-VarelaVaca2020-2015-2730,436,609,3.54e6,
security-CVE-VarelaVaca2020-2018-20980,207,191,1528,
systems_software-BusyBox-Pett2021-2008-04-12_20-07-53,537,566,2.25e161,
systems_software-uClibc-Pett2023-2015-11-03_18-39-11,245,1163,2.83e73,
security-CVE-VarelaVaca2020-2012-1949,149,85,5992,
security-CVE-VarelaVaca2020-2017-5611,446,414,18104,
systems_software-uClibc-Pett2023-2016-09-30_18-43-55,238,1246,2.21e71,
security-CVE-VarelaVaca2020-2013-5988,136,1,492,
systems_software-uClibc-Pett2023-2016-01-02_16-57-03,236,1103,5.52e70,
systems_software-pc_usb_d12-Berger2013,1282,3231,4.16e385,
systems_software-moab-Berger2013,1278,3249,2.60e384,
systems_software-BusyBox-Pett2021-2008-09-16_19-35-42,547,568,2.30e164,
security-CVE-VarelaVaca2020-2016-2797,392,836,81224,
security-CVE-VarelaVaca2020-2016-2792,392,836,81224,
security-CVE-VarelaVaca2020-2011-2991,175,131,5464,
security-CVE-VarelaVaca2020-2008-0592,103,80,1448,
security-CVE-VarelaVaca2020-2016-5259,363,883,85708,
security-CVE-VarelaVaca2020-2015-4484,340,551,38540,
systems_software-soletta-Pett2023-2015-11-06_15-06-40,303,973,8.15e90,
systems_software-BusyBox-Pett2021-2007-06-11_16-31-55,449,474,7.27e134,
security-CVE-VarelaVaca2020-2019-14784,202,1,756,
security-CVE-VarelaVaca2020-2016-1972,337,1104,162112,
systems_software-smdk2410-Berger2013,1266,50468,6.35e380,
systems_software-soletta-Pett2023-2016-03-31_18-28-39,385,1290,3.94e115,
security-CVE-VarelaVaca2020-2010-2770,281,437,35380,
systems_software-calm32_ceb-Knüppel2017,1186,830,6.68e203,
security-CVE-VarelaVaca2020-2020-13640,123,1,440,
security-CVE-VarelaVaca2020-2010-2767,267,226,7028,
security-CVE-VarelaVaca2020-2016-1964,551,1004,89872,
security-CVE-VarelaVaca2020-2013-1694,384,514,33496,
systems_software-BusyBox-Pett2021-2010-01-13_18-55-37,611,668,4.25e183,
systems_software-h8max-Knüppel2017,1215,849,3.26e206,
security-CVE-VarelaVaca2020-2013-6167,259,431,30736,
systems_software-BusyBox-Pett2021-2009-06-10_13-39-35,585,631,6.33e175,
security-CVE-VarelaVaca2020-2009-0774,180,147,3228,
systems_software-soletta-Pett2023-2015-06-29_17-08-49,114,195,1.04e34,
systems_software-pc_i82544-Berger2013,1260,3179,9.93e378,
security-CVE-VarelaVaca2020-2016-5257,360,894,86784,
security-CVE-VarelaVaca2020-2009-3986,170,137,5400,
security-CVE-VarelaVaca2020-2011-0066,202,174,4400,
security-CVE-VarelaVaca2020-2014-8636,404,583,41824,
systems_software-Fiasco-Pett2023-2018-02-09_09-07-43,231,1252,1.73e69,
systems_software-uClibc-Pett2023-2011-11-02_16-49-04,244,1316,1.41e73,
security-CVE-VarelaVaca2020-2016-5832,388,366,16060,
systems_software-soletta-Pett2023-2015-06-26_23-05-18,114,199,1.04e34,
systems_software-uClibc-Pett2023-2009-09-26_09-37-45,240,1729,8.83e71,
security-CVE-VarelaVaca2020-2009-2470,122,103,3264,
security-CVE-VarelaVaca2020-2012-0455,293,241,13392,
security-CVE-VarelaVaca2020-2010-3766,191,163,4100,
security-CVE-VarelaVaca2020-2017-14725,456,434,19052,
security-CVE-VarelaVaca2020-2013-5619,411,530,37296,
systems_software-uClibc-Pett2023-2008-06-27_09-08-44,230,1703,8.63e68,
security-CVE-VarelaVaca2020-2020-4047,380,358,15708,
security-CVE-VarelaVaca2020-2013-5600,475,578,37780,
security-CVE-VarelaVaca2020-2015-0817,420,593,42484,
security-CVE-VarelaVaca2020-2007-0008,123,87,2016,
systems_software-BusyBox-Pett2021-2008-05-18_14-39-43,536,559,1.12e161,
systems_software-BusyBox-Pett2021-2010-01-20_02-47-37,612,670,8.50e183,
security-CVE-VarelaVaca2020-2011-2364,127,89,3888,
systems_software-BusyBox-Pett2021-2007-08-21_10-58-18,465,491,4.76e139,
security-CVE-VarelaVaca2020-2014-1585,284,468,33200,
security-CVE-VarelaVaca2020-2019-11709,830,1526,187328,
systems_software-BusyBox-Pett2021-2008-02-15_02-27-19,501,531,3.27e150,
security-CVE-VarelaVaca2020-2020-12410,619,1383,180624,
systems_software-uClibc-Pett2023-2008-10-30_08-05-36,234,1718,1.38e70,
security-CVE-VarelaVaca2020-2012-6633,110,88,3828,
systems_software-BusyBox-Pett2021-2008-06-01_22-36-39,544,587,2.88e163,
security-CVE-VarelaVaca2020-2013-2201,118,96,4180,
systems_software-aeb-Berger2013,1214,3767,1.41e365,
security-CVE-VarelaVaca2020-2011-0072,206,137,5840,
security-CVE-VarelaVaca2020-2016-1976,339,1105,162120,
systems_software-BusyBox-Pett2021-2009-03-20_22-17-13,577,617,2.47e173,
security-CVE-VarelaVaca2020-2009-2654,127,105,4160,
security-CVE-VarelaVaca2020-2015-0799,309,507,35664,
systems_software-sparclite_sim-Knüppel2017,1181,816,4.94e200,
systems_software-BusyBox-Pett2021-2008-01-08_20-32-12,490,524,1.60e147,
security-CVE-VarelaVaca2020-2015-4522,327,551,38924,
systems_software-snds-Knüppel2017,1231,872,5.86e212,
systems_software-Fiasco-Pett2023-2020-04-14_11-39-31,249,1390,4.52e74,
systems_software-flexanet-Knüppel2017,1278,925,6.97e220,
systems_software-stb-Knüppel2017,1265,860,2.52e219,
security-CVE-VarelaVaca2020-2016-1521,552,978,87692,
security-CVE-VarelaVaca2020-2014-1481,588,667,43664,
security-CVE-VarelaVaca2020-2015-4495,351,553,38420,
security-CVE-VarelaVaca2020-2012-0458,352,293,11784,
security-CVE-VarelaVaca2020-2014-1588,395,568,40796,
security-CVE-VarelaVaca2020-2017-17092,480,452,19812,
security-CVE-VarelaVaca2020-2010-0175,245,204,6384,
security-CVE-VarelaVaca2020-2014-1487,588,667,43664,
systems_software-uClibc-Pett2023-2010-03-12_14-47-15,245,1737,2.83e73,
systems_software-BusyBox-Pett2021-2007-11-22_01-10-41,481,516,3.12e144,
security-CVE-VarelaVaca2020-2014-1504,402,530,37820,
systems_software-uClibc-Pett2023-2013-03-14_22-27-19,250,1401,9.05e74,
security-CVE-VarelaVaca2020-2016-2814,353,840,81932,
security-CVE-VarelaVaca2020-2016-6565,104,89,704,
security-CVE-VarelaVaca2020-2015-4507,318,550,38896,
systems_software-fads-Knüppel2017,1200,829,1.15e206,
security-CVE-VarelaVaca2020-2015-4474,330,549,38520,
systems_software-BusyBox-Pett2021-2008-10-21_17-14-26,559,579,9.43e167,
security-CVE-VarelaVaca2020-2015-7181,424,558,39700,
security-CVE-VarelaVaca2020-2012-4183,486,527,32508,
systems_software-Fiasco-Pett2023-2020-05-19_11-29-13,248,1422,2.26e74,
security-CVE-VarelaVaca2020-2014-1482,588,667,43664,
security-CVE-VarelaVaca2020-2014-1578,284,468,33200,
systems_software-jtst-Knüppel2017,1254,891,3.65e215,
systems_software-uClibc-Pett2023-2016-12-31_06-13-53,236,1234,5.52e70,
security-CVE-VarelaVaca2020-2015-4481,336,795,77032,
systems_software-BusyBox-Pett2021-2009-04-25_13-16-53,578,619,4.95e173,
security-CVE-VarelaVaca2020-2012-3959,487,525,31908,
systems_software-uClibc-Pett2023-2010-04-29_17-17-18,250,1746,9.05e74,
security-CVE-VarelaVaca2020-2018-21004,214,1,804,
systems_software-BusyBox-Pett2021-2007-10-07_17-06-26,472,507,6.10e141,
systems_software-soletta-Pett2023-2015-06-30_14-59-31,101,186,1.27e30,
systems_software-vrc4373-Knüppel2017,1260,860,7.57e218,
systems_software-uClibc-Pett2023-2014-12-12_16-18-12,241,1407,1.77e72,
systems_software-BusyBox-Pett2021-2007-10-13_03-36-03,472,508,6.10e141,
security-CVE-VarelaVaca2020-2015-4514,331,557,39336,
systems_software-BusyBox-Pett2021-2009-04-02_10-02-37,575,615,6.18e172,
security-CVE-VarelaVaca2020-2012-0457,363,294,17808,
systems_software-gps4020-Knüppel2017,1226,876,1.28e212,
systems_software-viper-Berger2013,1302,3230,4.37e391,
security-CVE-VarelaVaca2020-2019-15238,159,1,584,
security-CVE-VarelaVaca2020-2014-9037,146,115,4944,
security-CVE-VarelaVaca2020-2015-2715,302,507,35912,
security-CVE-VarelaVaca2020-2012-4194,503,542,33084,
systems_software-fads-Berger2013,1188,3008,2.10e357,
systems_software-uClibc-Pett2023-2012-05-21_22-20-04,246,1317,5.65e73,
systems_software-assabet-Berger2013,1267,3883,1.27e381,
security-CVE-VarelaVaca2020-2019-11734,461,1208,173400,
security-CVE-VarelaVaca2020-2014-1552,415,578,37992,
security-CVE-VarelaVaca2020-2010-3170,276,235,7324,
security-CVE-VarelaVaca2020-2014-1514,590,672,44108,
security-CVE-VarelaVaca2020-2016-5256,354,893,86768,
security-CVE-VarelaVaca2020-2008-4061,180,138,2952,
security-CVE-VarelaVaca2020-2019-14799,285,270,2152,
security-CVE-VarelaVaca2020-2016-5273,354,893,86768,
systems_software-BusyBox-Pett2021-2008-10-20_08-43-10,560,580,1.89e168,
security-CVE-VarelaVaca2020-2012-3966,447,525,33200,
systems_software-BusyBox-Pett2021-2008-01-28_22-47-03,493,525,1.28e148,
finance-bank-AlHajjaji2019,176,4,7.86e31,
security-CVE-VarelaVaca2020-2019-15647,113,1,400,
security-CVE-VarelaVaca2020-2013-6671,582,664,43408,
security-CVE-VarelaVaca2020-2015-7184,320,554,39168,
security-CVE-VarelaVaca2020-2018-6465,106,1,372,
security-CVE-VarelaVaca2020-2018-0579,114,1,404,
security-CVE-VarelaVaca2020-2008-0412,151,118,2632,
security-CVE-VarelaVaca2020-2011-3079,2815,2927,68948,
security-CVE-VarelaVaca2020-2020-6825,891,1633,198424,
security-CVE-VarelaVaca2020-2009-2432,128,99,4172,
security-CVE-VarelaVaca2020-2012-3385,113,91,3960,
systems_software-Fiasco-Pett2023-2020-10-20_12-35-53,253,1540,7.24e75,
security-CVE-VarelaVaca2020-2014-1539,416,877,75520,
security-CVE-VarelaVaca2020-2016-2831,375,884,85192,
security-CVE-VarelaVaca2020-2014-1522,394,534,38044,
security-CVE-VarelaVaca2020-2013-5599,475,578,37780,
security-CVE-VarelaVaca2020-2016-2810,390,1160,7.61e6,
systems_software-soletta-Pett2023-2015-12-17_17-14-39,324,1071,1.71e97,
systems_software-BusyBox-Pett2021-2010-05-09_00-13-40,631,681,4.46e189,
security-CVE-VarelaVaca2020-2010-0181,168,140,3540,
security-CVE-VarelaVaca2020-2019-15643,154,1,564,
security-CVE-VarelaVaca2020-2013-0765,345,468,31188,
security-CVE-VarelaVaca2020-2011-4957,101,79,3432,
systems_software-uClibc-Pett2023-2018-01-02_03-07-47,235,1404,2.76e70,
systems_software-BusyBox-Pett2021-2008-02-27_11-54-59,546,582,1.15e164,
security-CVE-VarelaVaca2020-2013-1692,384,514,33496,
security-CVE-VarelaVaca2020-2013-1681,378,508,33032,
security-CVE-VarelaVaca2020-2015-7214,350,810,78936,
systems_software-at91sam7sek-Knüppel2017,1309,917,3.69e223,
security-CVE-VarelaVaca2020-2013-5592,242,403,28560,
security-CVE-VarelaVaca2020-2013-1673,239,575,55216,
systems_software-BusyBox-Pett2021-2008-03-17_09-21-26,545,579,5.76e163,
security-CVE-VarelaVaca2020-2011-2670,127,111,2200,
security-CVE-VarelaVaca2020-2015-9314,107,1,376,
systems_software-BusyBox-Pett2021-2007-11-15_07-02-55,477,513,1.95e143,
security-CVE-VarelaVaca2020-2011-3000,370,310,18056,
security-CVE-VarelaVaca2020-2011-2995,370,310,18056,
security-CVE-VarelaVaca2020-2012-5835,509,549,33592,
systems_software-cdl_linux-Knüppel2017,1245,859,3.73e210,
security-CVE-VarelaVaca2020-2019-14800,286,271,2160,
systems_software-innovator-Berger2013,1257,50452,1.24e378,
security-CVE-VarelaVaca2020-2020-15659,925,1671,202188,
systems_software-phycore-Knüppel2017,1287,892,2.09e225,
security-CVE-VarelaVaca2020-2013-1670,379,508,33032,
systems_software-soletta-Pett2023-2016-05-10_15-10-10,410,1617,1.32e123,
systems_software-Fiasco-Pett2023-2020-12-01_14-09-14,253,1542,7.24e75,
security-CVE-VarelaVaca2020-2016-1522,222,172,8756,
systems_software-eb40a-Knüppel2017,1254,890,3.65e215,
security-CVE-VarelaVaca2020-2016-2819,376,884,85192,
security-CVE-VarelaVaca2020-2007-5340,143,110,2484,
security-CVE-VarelaVaca2020-2012-4182,488,532,32536,
systems_software-edb7xxx-Berger2013,1247,3812,1.21e375,
security-CVE-VarelaVaca2020-2017-7761,487,1502,195056,
security-CVE-VarelaVaca2020-2013-1729,245,584,56848,
security-CVE-VarelaVaca2020-2020-4049,392,360,15728,
security-CVE-VarelaVaca2020-2019-8942,490,461,44072,
security-CVE-VarelaVaca2020-2011-2997,219,175,9420,
systems_software-BusyBox-Pett2021-2009-08-13_00-59-32,594,648,3.24e178,
systems_software-BusyBox-Pett2021-2010-03-15_15-38-09,623,682,1.74e187,
security-CVE-VarelaVaca2020-2015-4519,327,551,38924,
security-CVE-VarelaVaca2020-2017-7767,487,1502,195056,
security-CVE-VarelaVaca2020-2015-5734,303,281,12320,
security-CVE-VarelaVaca2020-2014-1497,590,672,44108,
systems_software-soletta-Pett2023-2015-09-24_21-52-21,273,853,7.59e81,
systems_software-soletta-Pett2023-2016-02-12_18-59-37,347,1132,1.43e104,
systems_software-soletta-Pett2023-2016-05-03_18-52-16,401,1570,2.58e120,
security-CVE-VarelaVaca2020-2010-3181,276,235,7324,
systems_software-uClibc-Pett2023-2012-06-15_14-00-37,244,1313,1.41e73,
systems_software-mb93093-Knüppel2017,1243,859,4.43e217,
security-CVE-VarelaVaca2020-2014-1489,298,440,30652,
security-CVE-VarelaVaca2020-2012-4206,226,515,67332,
systems_software-npwr-Knüppel2017,1271,898,8.82e218,
systems_software-BusyBox-Pett2021-2010-01-13_18-31-29,609,668,1.06e183,
systems_software-aki3068net-Berger2013,1208,3080,2.20e363,
security-CVE-VarelaVaca2020-2014-1485,408,530,37496,
systems_software-assabet-Knüppel2017,1279,927,4.76e220,
security-CVE-VarelaVaca2020-2008-0414,103,80,1448,
security-CVE-VarelaVaca2020-2015-5714,332,310,13596,
systems_software-uClibc-Pett2023-2018-08-10_16-02-45,234,1561,1.38e70,
systems_software-soletta-Pett2023-2015-08-21_18-50-17,227,709,1.08e68,
systems_software-uClibc-Pett2023-2014-09-09_13-48-45,243,1408,7.07e72,
security-CVE-VarelaVaca2020-2017-2551,115,1,408,
security-CVE-VarelaVaca2020-2013-1701,460,569,37224,
security-CVE-VarelaVaca2020-2014-1557,435,579,37948,
security-CVE-VarelaVaca2020-2013-5607,423,516,37100,
security-CVE-VarelaVaca2020-2002-2436,309,264,9204,
security-CVE-VarelaVaca2020-2015-2716,495,662,43132,
security-CVE-VarelaVaca2020-2015-7211,339,809,78900,
security-CVE-VarelaVaca2020-2017-1000600,472,450,19756,
systems_software-soletta-Pett2023-2016-05-23_14-22-27,430,1678,1.39e129,
security-CVE-VarelaVaca2020-2015-4500,327,551,38924,
security-CVE-VarelaVaca2020-2019-16250,104,1,364,
security-CVE-VarelaVaca2020-2016-2801,392,836,81224,
security-CVE-VarelaVaca2020-2011-3002,246,201,12736,
security-CVE-VarelaVaca2020-2019-15646,247,1,936,
security-CVE-VarelaVaca2020-2014-1547,425,577,37936,
systems_software-am31_sim-Berger2013,1166,2968,5.01e350,
security-CVE-VarelaVaca2020-2015-7199,331,557,39336,
systems_software-uClibc-Pett2023-2015-12-09_07-53-09,236,1104,5.52e70,
security-CVE-VarelaVaca2020-2013-1704,311,452,31688,
security-CVE-VarelaVaca2020-2020-28339,156,1,572,
systems_software-uClibc-Pett2023-2008-09-15_10-24-22,231,1705,1.73e69,
security-CVE-VarelaVaca2020-2018-11105,135,1,488,
security-CVE-VarelaVaca2020-2017-18575,128,1,460,
security-CVE-VarelaVaca2020-2019-11736,598,1856,348848,
security-CVE-VarelaVaca2020-2015-4498,324,549,38780,
security-CVE-VarelaVaca2020-2012-1962,165,87,6040,
security-CVE-VarelaVaca2020-2015-0805,308,505,35528,
security-CVE-VarelaVaca2020-2009-3014,147,119,2812,
systems_software-pc_i82559-Knüppel2017,1272,885,1.61e216,
security-CVE-VarelaVaca2020-2020-15673,927,2105,569832,
security-CVE-VarelaVaca2020-2019-17669,522,498,25844,
security-CVE-VarelaVaca2020-2009-1392,144,112,3116,
security-CVE-VarelaVaca2020-2016-1933,339,823,80252,
